Review,Rating
"My review of the place comes after multiple visits, that have spanned over 4 months. And now I can safely say that it's one of the good places around.
They're located near the Biodiversity signal, above Fabindia. There's ample parking for both two and four wheelers. The ambience is a bit dim after dark, and the seating is divided into various options, including a PDR section.
The menu design is in the shape of a bottle, and the array spans Continental, Chinese and Indian cuisines. Here's the list of things that I have tried, across all my visits

Panko Crumbed Mozzarella Sticks ❤️ - Cheese sticks that are coated and fried. Pure cheese bliss.
Veg Lasagna ❤️ - This place has one of the good Lasagne in the town.
Crispy Chilli Corn Kernels - The usual favourite, this one has a slightly different presentation here.
Makhmali Paneer Tikka -
Cottage Cheese Shashlik Sizzler
Italian Nachos - Nachos topped with red sauce and cheese, and baked in the dish.
Cheese and Cheese Pizza ❤️ - Soft base pizza, loaded with cheese, and a few pieces of green olives.

I cannot stress enough on how I have loved all that I tried here. I have also tried out their lunch buffet. The variety may not be as elaborate as other places, but with the food quality and the discount that they offer for bulk bookings, it is at least a one-time try. But what I really adore here is their mocktails. Beyond Delight is an absolute delight! Also a fan of the Guava and Chilli, and Apple and Kiwi Night drinks.

The staff is ever so courteous. A special mention to Papiya and Shuvro, who were our attendants on the latest visit. The place has Zomato Gold 1+1, which further brings down their reasonable rates. A meal for two would roughly be around 700, that fills not only your tummy, but also you heart!",2
not good,0
quantity too less for a meal,1
Had lunch today at beyond flavors .The food was very Good and delicious and awesome service was provided by Soumen Das & Shuvro. Would highly recommend the restaurant .,2
"Worst food received, low quality rice was used, egg fried rice was almost spoiler, unable to eat. Worst experience ever, does not recommend.",0
"Dates tea cake was good. I was expecting it to be gooey considering the nature of dates or some layer in between concentrating on dates. It was plain regular cake with flax seed topping making it healthier.
Topped with chia seeds, the Lemon tea cake was surprising as I could feel cinnamon. It was slightly oily. At first it was tasteless but then it turned out to be tastier than dates tea cake.
These cakes are Wheat based just as described which is a good thing.Though the quantity seemed decent for the price for both cakes, I wish it could've been more just as shown in cult fit website.",1
"Service is really exceptional. Cheers to Manav, who served us really well. Food was nice too. Loved the ambience too, with nice music playing in the background.",2
The ordered veg biryani was without vegetables..I don't understand how this is called a veg biryani..the quantity is good matching to the cost.,0
chicken was good..mix veg is very sweet..and small roties..,1
"Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!
Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!
Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!",2
"Ordered food via swiggy and got old and rubbery chicken. Of course it was stale and leftover stuff which was remodeled and resold. Shameful conduct,never ordering again.",0
I had ordered chilly chicken Hakka noodles. It taste good. Chicken pieces are well seasoned and juicy. Iam impressed with the presentation. Taste would have much better. It not taste like real Chinese cuisine. But I recommend to try atleast once,1
Papiya Shuvro was great. She helped us get the tables quickly and suggested us the best sizzlers in the menu. Ambience was awesome. She suggested the best table and was very helpful till we were there. Will visit again for the awesome service. You guys should try as well if u plan to take your loved one n give an osm experience then this is the place.,2
"The food was really bad. Onion Salad was not served. Worst taste. Rahtha and the fish ordered smelled very bad, I was completely disappointed with Shah Ghouse biryani",0
not tasty,1
"Quite good ambience,liked special restro biryani,must try,like the service Papiya and shuvro,they were really good at der service.will like to visit again.Its nice place to visit specially at nyt tym.food was yum.Should try biryani.",2
